0,6,9,8,6,10,8,8,6,7,6,7,6,6,8,7,7,
0,6,9,8,6,10,8,8,6,7,6,7,6,6,8,7,7,
0,6,9,8,6,10,8,8,6,7,6,7,6,6,8,7,7,
0,6,9,8,6,10,8,8,6,7,6,7,6,6,8,7,7,
0,6,9,8,6,10,8,8,6,7,6,7,6,6,8,7,7,
0,6,9,8,6,10,8,8,6,7,6,7,6,6,8,7,7,
0,6,9,8,6,10,8,8,6,7,6,7,6,6,8,7,7,
0,6,9,8,6,10,8,8,6,7,6,7,6,6,8,7,7,
0,6,9,8,6,10,8,8,6,7,6,7,6,6,8,7,7,
0,6,9,8,6,10,8,8,6,7,6,7,6,6,8,7,7,
0,6,9,8,6,10,8,8,6,7,6,7,6,6,8,7,7,
0,6,9,8,6,10,8,8,6,7,6,7,6,6,8,7,7,
0,6,9,8,6,10,8,8,6,7,6,7,6,6,8,7,7,
0,6,9,8,6,10,8,8,6,7,6,7,6,6,8,7,7,
0,6,9,8,6,10,8,8,6,7,6,7,6,6,8,7,7,
0,6,9,8,6,10,8,8,6,7,6,7,6,6,8,7,7,
0,6,9,8,6,10,8,8,6,7,6,7,6,6,8,7,7,
